split,duplicate_of_split,duplicate_key,review_id,source,category,product_name,raw_text,aspect,sentiment_text,sentiment_polarity,model_input,label,original_aspect,normalization_reason
validation,train,[속성] 보습력/수분감 [문장] 건조하네요.,665948,쇼핑몰,메이크업/뷰티소품,OO 한** 립밤 4g 1개,사은품도 안 줘서 아쉽네요. 발림도 뻑뻑하고 건조하네요. 색상도 생각보다 진해서 아쉽습니다.,보습력/수분감,건조하네요.,-1,[속성] 보습력/수분감 [문장] 건조하네요.,1,보습력/수분감/쿨링감,merged_duplicate_label
validation,train,[속성] 발림성 [문장] 잘 발라지지도 않고,668579,쇼핑몰,메이크업/뷰티소품,OO 후** 립케어 4.8g 1개,바뀌기 전이 훨씬 나은 것 같아요. 새로 산 건 체리향도 안 나고 잘 발라지지도 않고 촉촉함도 아쉬워요.,발림성,잘 발라지지도 않고,-1,[속성] 발림성 [문장] 잘 발라지지도 않고,1,발림성,unchanged
validation,train,[속성] 가격 [문장] 가격대비 별로인 거 같아요.,671076,쇼핑몰,메이크업/뷰티소품,OO 프** 아이팔레트 6g 1개,써보고 좋으면 선물도 하려고 구매했습니다. 그런데 디자인이 생각보다 예쁘지 않네요. 원하는 색상으로 발색되지도 않고요. 가격대비 별로인 거 같아요.,가격,가격대비 별로인 거 같아요.,-1,[속성] 가격 [문장] 가격대비 별로인 거 같아요.,1,가격,unchanged
validation,train,[속성] 가격 [문장] 가격은 있지만,662201,쇼핑몰,메이크업/뷰티소품,OO 제** 립밤 4g 1개,지인이 좋다고 추천해서 다른 립밤에 비해 가격은 있지만 구매했습니다. 입술이 건조한 편이라 매트하게 발리고 촉촉함도 부족한 느낌이에요.,가격,가격은 있지만,-1,[속성] 가격 [문장] 가격은 있지만,1,가격,unchanged
validation,train,[속성] 발림성 [문장] 발림성도 좋은데,664656,쇼핑몰,메이크업/뷰티소품,OO 파** 리퀴드 립컬러 5ml 1개,"상품평만 보고 구매하게 되어 걱정했는데 색감이 예쁘고, 발림성도 좋은데 오래 지속되지는 않네요.",발림성,발림성도 좋은데,1,[속성] 발림성 [문장] 발림성도 좋은데,0,발림성,unchanged
validation,train,[속성] 지속력/유지력 [문장] 오래 지속되지는 않네요.,664656,쇼핑몰,메이크업/뷰티소품,OO 파** 리퀴드 립컬러 5ml 1개,"상품평만 보고 구매하게 되어 걱정했는데 색감이 예쁘고, 발림성도 좋은데 오래 지속되지는 않네요.",지속력/유지력,오래 지속되지는 않네요.,-1,[속성] 지속력/유지력 [문장] 오래 지속되지는 않네요.,1,지속력/유지력,unchanged
validation,train,[속성] 보습력/수분감 [문장] 적당하게 촉촉하고,668454,쇼핑몰,메이크업/뷰티소품,OO 후** 립케어 4.8g 1개,마스크를 쓰고 다녀야하기 때문에 메이크업은 포기하고 간간히 OOO 립케어를 발라줍니다. 입술이 적당하게 촉촉하고 자연색을 유지해서 좋아요.,보습력/수분감,적당하게 촉촉하고,1,[속성] 보습력/수분감 [문장] 적당하게 촉촉하고,0,보습력/수분감/쿨링감,merged_duplicate_label
validation,train,[속성] 보습력/수분감 [문장] 촉촉하지도 않아서 아쉽네요.,666720,쇼핑몰,메이크업/뷰티소품,OO 한** 립밤 4g 1개,배송도 느리고 비싼 금액에 사서 아쉽습니다. 촉촉하지도 않아서 아쉽네요. 재구매는 없을 듯합니다.,보습력/수분감,촉촉하지도 않아서 아쉽네요.,-1,[속성] 보습력/수분감 [문장] 촉촉하지도 않아서 아쉽네요.,1,보습력/수분감/쿨링감,merged_duplicate_label
validation,train,[속성] 지속력/유지력 [문장] 지속력이 아쉽지만,663857,쇼핑몰,메이크업/뷰티소품,OO 파** 리퀴드 립컬러 5ml 1개,지속력이 아쉽지만 발색이 좋고 유통기한이 길어서 좋습니다. 배송도 빨리 왔습니다.,지속력/유지력,지속력이 아쉽지만,-1,[속성] 지속력/유지력 [문장] 지속력이 아쉽지만,1,지속력/유지력,unchanged
validation,train,[속성] 유통기한 [문장] 유통기한이 길어서 좋습니다.,663857,쇼핑몰,메이크업/뷰티소품,OO 파** 리퀴드 립컬러 5ml 1개,지속력이 아쉽지만 발색이 좋고 유통기한이 길어서 좋습니다. 배송도 빨리 왔습니다.,유통기한,유통기한이 길어서 좋습니다.,1,[속성] 유통기한 [문장] 유통기한이 길어서 좋습니다.,0,유통기한,unchanged
validation,train,[속성] 가격 [문장] 가격은 비싸게 주고 샀는데,662097,쇼핑몰,메이크업/뷰티소품,OO 제** 립밤 4g 1개,오자마자 몇 번 사용해봤는데 건성 피부한테 좋지 않네요. 유통기한도 짧은 제품이 와서 아쉽습니다. 가격은 비싸게 주고 샀는데 향도 안 좋아서 구매 후회합니다.,가격,가격은 비싸게 주고 샀는데,-1,[속성] 가격 [문장] 가격은 비싸게 주고 샀는데,1,가격,unchanged
validation,train,[속성] 향 [문장] 향도 안 좋아서,662097,쇼핑몰,메이크업/뷰티소품,OO 제** 립밤 4g 1개,오자마자 몇 번 사용해봤는데 건성 피부한테 좋지 않네요. 유통기한도 짧은 제품이 와서 아쉽습니다. 가격은 비싸게 주고 샀는데 향도 안 좋아서 구매 후회합니다.,향,향도 안 좋아서,-1,[속성] 향 [문장] 향도 안 좋아서,1,향,unchanged
validation,train,[속성] 가격 [문장] 가격이 저렴하지는 않지만,672370,쇼핑몰,메이크업/뷰티소품,OO 무** 멀티 아이 컬러 팔레트 8.1g 1개,주변에서 추천해서 구입해서 가격이 저렴하지는 않지만 구매했어요. 배송도 빠르게 잘 왔습니다. 색이 전체적으로 저와 안 맞네요.,가격,가격이 저렴하지는 않지만,-1,[속성] 가격 [문장] 가격이 저렴하지는 않지만,1,가격,unchanged
validation,train,[속성] 색상 [문장] 색상이 예뻐요.,661835,쇼핑몰,메이크업/뷰티소품,OO 루** 슬림 쉬어 마뜨 2g 1개,기존에 사용하던 제품입니다. 색상이 예뻐요. 지속력이 좀 떨어지긴 해요. 매트하지만 부드럽게 잘 발려요. 각질 부각이 심한 입술에도 부드럽게 잘 발립니다.,색상,색상이 예뻐요.,1,[속성] 색상 [문장] 색상이 예뻐요.,0,색상,unchanged
validation,train,[속성] 발림성 [문장] 부드럽게 잘 발려요.,661835,쇼핑몰,메이크업/뷰티소품,OO 루** 슬림 쉬어 마뜨 2g 1개,기존에 사용하던 제품입니다. 색상이 예뻐요. 지속력이 좀 떨어지긴 해요. 매트하지만 부드럽게 잘 발려요. 각질 부각이 심한 입술에도 부드럽게 잘 발립니다.,발림성,부드럽게 잘 발려요.,1,[속성] 발림성 [문장] 부드럽게 잘 발려요.,0,발림성,unchanged
validation,train,[속성] 발림성 [문장] 각질 부각이 심한 입술에도 부드럽게 잘 발립니다.,661835,쇼핑몰,메이크업/뷰티소품,OO 루** 슬림 쉬어 마뜨 2g 1개,기존에 사용하던 제품입니다. 색상이 예뻐요. 지속력이 좀 떨어지긴 해요. 매트하지만 부드럽게 잘 발려요. 각질 부각이 심한 입술에도 부드럽게 잘 발립니다.,발림성,각질 부각이 심한 입술에도 부드럽게 잘 발립니다.,1,[속성] 발림성 [문장] 각질 부각이 심한 입술에도 부드럽게 잘 발립니다.,0,발림성,unchanged
validation,train,[속성] 기능/효과 [문장] 여름에 사용하기 좋은 것 같습니다.,665256,쇼핑몰,메이크업/뷰티소품,OO 벨** 립틴트 4g 1개,테스트 해보고 구매한 거라서 기대가 되네요. 배송은 느렸습니다. 지속력이 있는 거 같아서 만족합니다. 여름에 사용하기 좋은 것 같습니다.,기능/효과,여름에 사용하기 좋은 것 같습니다.,1,[속성] 기능/효과 [문장] 여름에 사용하기 좋은 것 같습니다.,0,기능/효과,unchanged
validation,train,[속성] 용량/개수 [문장] 가격대비 용량이 적어요.,664827,쇼핑몰,메이크업/뷰티소품,OO 벨** 립틴트 4g 1개,가격대비 용량이 적어요. 매트하게 발리고 쉽게 잘 지워지는 것 같습니다. 유지력도 약하고 이쁘게 발색되지 않네요.,용량/개수,가격대비 용량이 적어요.,-1,[속성] 용량/개수 [문장] 가격대비 용량이 적어요.,1,용량/개수,unchanged
validation,train,[속성] 발색력 [문장] 발색이 잘 됩니다.,662869,쇼핑몰,메이크업/뷰티소품,OO 속** 틴트 1.6g 1개,발색이 잘 됩니다. 발림이 부드럽고 상큼한 향이 납니다. 발색이 좋은 편이지만 유지력은 아쉽습니다. 케이스가 귀엽고 휴대하기 편합니다.,발색력,발색이 잘 됩니다.,1,[속성] 발색력 [문장] 발색이 잘 됩니다.,0,발색력,unchanged
validation,train,[속성] 발림성 [문장] 발림이 부드럽고,662869,쇼핑몰,메이크업/뷰티소품,OO 속** 틴트 1.6g 1개,발색이 잘 됩니다. 발림이 부드럽고 상큼한 향이 납니다. 발색이 좋은 편이지만 유지력은 아쉽습니다. 케이스가 귀엽고 휴대하기 편합니다.,발림성,발림이 부드럽고,1,[속성] 발림성 [문장] 발림이 부드럽고,0,발림성,unchanged
validation,train,[속성] 편의성/활용성 [문장] 휴대하기 편합니다.,662869,쇼핑몰,메이크업/뷰티소품,OO 속** 틴트 1.6g 1개,발색이 잘 됩니다. 발림이 부드럽고 상큼한 향이 납니다. 발색이 좋은 편이지만 유지력은 아쉽습니다. 케이스가 귀엽고 휴대하기 편합니다.,편의성/활용성,휴대하기 편합니다.,1,[속성] 편의성/활용성 [문장] 휴대하기 편합니다.,0,편의성/활용성,unchanged
validation,train,[속성] 보습력/수분감 [문장] 촉촉하면서,661967,쇼핑몰,메이크업/뷰티소품,OO 루** 슬림 쉬어 마뜨 2g 1개,발림성도 좋고 처음에 조금 촉촉하게 발리는 것 같다 가도 매트한것 같기도 합니다. 매장에 가서 테스트 해보시는게 좋을 듯 합니다. 또한 자연스럽게 피부 표현이 되는 것 같아서 너무 좋았습니다. 제형이 매트해 보이는 질감이지만 촉촉하면서 매트하다라고 생각하면 될듯해요.,보습력/수분감,촉촉하면서,1,[속성] 보습력/수분감 [문장] 촉촉하면서,0,보습력/수분감/쿨링감,merged_duplicate_label
validation,train,[속성] 지속력/유지력 [문장] 지속력도 정말 좋습니다.,665438,쇼핑몰,메이크업/뷰티소품,OO 벨** 립틴트 4g 1개,맑은 레드가 예뻐서 마음에 들어요. 조금만 바르면 핑크빛이 발색 되어 좋네요. 지속력도 정말 좋습니다. 사용한 지 몇 년 됐습니다. 발림성이 가볍네요.,지속력/유지력,지속력도 정말 좋습니다.,1,[속성] 지속력/유지력 [문장] 지속력도 정말 좋습니다.,0,지속력/유지력,unchanged
validation,train,[속성] 용기 [문장] 케이스도 예쁩니다.,661912,쇼핑몰,메이크업/뷰티소품,OO 루** 슬림 쉬어 마뜨 2g 1개,데일리로 사용하기 좋은 듯합니다. 각질 부각도 없고 케이스도 예쁩니다. 촉촉한 질감보다 매트한 질감을 선호하는데 매트해서 마음에 들었습니다. 다음에는 다른 색상으로 구매해서 사용해보겠습니다.,용기,케이스도 예쁩니다.,1,[속성] 용기 [문장] 케이스도 예쁩니다.,0,용기,unchanged
validation,train,[속성] 보습력/수분감 [문장] 보습력도 별로고,668284,쇼핑몰,메이크업/뷰티소품,OO 후** 립케어 4.8g 1개,바를 때 향이 너무 좋지 않아서 재구매할 생각은 전혀 없어요. 상한 립밤 바르는 듯한 냄새가 나요. 튼 입술에 보습력도 별로고 OOO랑 비교하게 되네요. 오히려 OOO가 얼마나 좋은지 이제야 깨달았어요.,보습력/수분감,보습력도 별로고,-1,[속성] 보습력/수분감 [문장] 보습력도 별로고,1,보습력/수분감/쿨링감,merged_duplicate_label
validation,train,[속성] 품질 [문장] 상품 품질이 좋아 마음에 드네요.,664483,쇼핑몰,메이크업/뷰티소품,OO 파** 리퀴드 립컬러 5ml 1개,상품 품질이 좋아 마음에 드네요. OOO은 색감이 예쁘고 은은하게 발색되어 좋아요. 적립금으로 싸게 구매했습니다. 매트하게 잘 발리고 케이스도 예뻐요. 추천합니다. 다른 색도 궁금하네요.,품질,상품 품질이 좋아 마음에 드네요.,1,[속성] 품질 [문장] 상품 품질이 좋아 마음에 드네요.,0,품질,unchanged
validation,train,[속성] 색상 [문장] 색감이 예쁘고,664483,쇼핑몰,메이크업/뷰티소품,OO 파** 리퀴드 립컬러 5ml 1개,상품 품질이 좋아 마음에 드네요. OOO은 색감이 예쁘고 은은하게 발색되어 좋아요. 적립금으로 싸게 구매했습니다. 매트하게 잘 발리고 케이스도 예뻐요. 추천합니다. 다른 색도 궁금하네요.,색상,색감이 예쁘고,1,[속성] 색상 [문장] 색감이 예쁘고,0,색상,unchanged
validation,train,[속성] 용기 [문장] 케이스도 예뻐요.,664483,쇼핑몰,메이크업/뷰티소품,OO 파** 리퀴드 립컬러 5ml 1개,상품 품질이 좋아 마음에 드네요. OOO은 색감이 예쁘고 은은하게 발색되어 좋아요. 적립금으로 싸게 구매했습니다. 매트하게 잘 발리고 케이스도 예뻐요. 추천합니다. 다른 색도 궁금하네요.,용기,케이스도 예뻐요.,1,[속성] 용기 [문장] 케이스도 예뻐요.,0,용기,unchanged
validation,train,[속성] 색상 [문장] 색상이 마음에 들어요.,664216,쇼핑몰,메이크업/뷰티소품,OO 파** 리퀴드 립컬러 5ml 1개,받자마자 발랐어요. 발림성이 굉장히 부드럽고 입술 안쪽과 바깥쪽이 매끈하게 잘 발라지네요. 화장이라고는 입술만 바르고 다녀서 립컬러 자주 사게 되는데 화면만 보고 선택한 컬러인데도 색상이 마음에 들어요.,색상,색상이 마음에 들어요.,1,[속성] 색상 [문장] 색상이 마음에 들어요.,0,색상,unchanged
validation,train,[속성] 가격 [문장] 가격 저렴하고,668486,쇼핑몰,메이크업/뷰티소품,OO 후** 립케어 4.8g 1개,가격 저렴하고 발색이 있다고 해서 구입했는데 보습감이 좋지는 않네요. 바른 직후는 촉촉하니 괜찮은 듯 하지만 바로 말라서 건조해요. 입술 색은 약간 붉어지면서 예쁘게 발색되네요.,가격,가격 저렴하고,1,[속성] 가격 [문장] 가격 저렴하고,0,가격,unchanged
validation,train,[속성] 발림성 [문장] 발림성도 좋습니다,665645,쇼핑몰,메이크업/뷰티소품,OO 벨** 립틴트 4g 1개,발색 너무 이쁘고 발림성도 좋습니다. 다 써서 재구매했네요. 데일리로 사용하기 좋은거 같습니다.,발림성,발림성도 좋습니다,1,[속성] 발림성 [문장] 발림성도 좋습니다,0,발림성,unchanged
validation,train,[속성] 제품구성 [문장] 사은품도 하나 없네요.,664033,쇼핑몰,메이크업/뷰티소품,OO 파** 리퀴드 립컬러 5ml 1개,립스틱이랑 리퀴드 같이 구매하면서 할인 없이 비싸게 샀는데 세트로 더 저렴하게 판매하고 있는 곳이 있네요. 립스틱이랑 리퀴드 같이 사실 분은 세트로 사세요. 사은품도 하나 없네요.,제품구성,사은품도 하나 없네요.,-1,[속성] 제품구성 [문장] 사은품도 하나 없네요.,1,제품구성,unchanged
validation,train,[속성] 제형 [문장] 제형 입자도 곱고,672437,쇼핑몰,메이크업/뷰티소품,OO 무** 멀티 아이 컬러 팔레트 8.1g 1개,맘에 들어요. 제형 입자도 곱고 발색도 좋아서 조심히 아껴서 발라야겠습니다.,제형,제형 입자도 곱고,1,[속성] 제형 [문장] 제형 입자도 곱고,0,제형,unchanged
validation,train,[속성] 발색력 [문장] 발색도 좋아서,672437,쇼핑몰,메이크업/뷰티소품,OO 무** 멀티 아이 컬러 팔레트 8.1g 1개,맘에 들어요. 제형 입자도 곱고 발색도 좋아서 조심히 아껴서 발라야겠습니다.,발색력,발색도 좋아서,1,[속성] 발색력 [문장] 발색도 좋아서,0,발색력,unchanged
validation,train,[속성] 유통기한 [문장] 유통기한이 짧아서,662354,쇼핑몰,메이크업/뷰티소품,OO 제** 립밤 4g 1개,유통기한이 짧아서 저렴한 가격에 구입했습니다. 평소에 쓰던 립밤보다 무르지 않아서 발림성이 별로였어요. 몇 번 사용하다 보니 끈적이지 않아 오히려 좋은 듯하네요.,유통기한,유통기한이 짧아서,-1,[속성] 유통기한 [문장] 유통기한이 짧아서,1,유통기한,unchanged
validation,train,[속성] 가격 [문장] 저렴한 가격에 구입했습니다.,662354,쇼핑몰,메이크업/뷰티소품,OO 제** 립밤 4g 1개,유통기한이 짧아서 저렴한 가격에 구입했습니다. 평소에 쓰던 립밤보다 무르지 않아서 발림성이 별로였어요. 몇 번 사용하다 보니 끈적이지 않아 오히려 좋은 듯하네요.,가격,저렴한 가격에 구입했습니다.,1,[속성] 가격 [문장] 저렴한 가격에 구입했습니다.,0,가격,unchanged
validation,train,[속성] 편의성/활용성 [문장] 가볍게 바르기 좋습니다.,668545,쇼핑몰,메이크업/뷰티소품,OO 후** 립케어 4.8g 1개,환절기에는 이만한 립케어 제품이 없는 거 같습니다. 발림성도 좋고 색감 또한 연해서 좋아요. 화장하기 싫을 때도 가볍게 바르기 좋습니다. 향도 자극적이지 않고 끈적임도 없습니다.,편의성/활용성,가볍게 바르기 좋습니다.,1,[속성] 편의성/활용성 [문장] 가볍게 바르기 좋습니다.,0,편의성/활용성,unchanged
validation,train,[속성] 향 [문장] 향도 자극적이지 않고,668545,쇼핑몰,메이크업/뷰티소품,OO 후** 립케어 4.8g 1개,환절기에는 이만한 립케어 제품이 없는 거 같습니다. 발림성도 좋고 색감 또한 연해서 좋아요. 화장하기 싫을 때도 가볍게 바르기 좋습니다. 향도 자극적이지 않고 끈적임도 없습니다.,향,향도 자극적이지 않고,1,[속성] 향 [문장] 향도 자극적이지 않고,0,향,unchanged
validation,train,[속성] 흡수력 [문장] 끈적임도 없습니다.,668545,쇼핑몰,메이크업/뷰티소품,OO 후** 립케어 4.8g 1개,환절기에는 이만한 립케어 제품이 없는 거 같습니다. 발림성도 좋고 색감 또한 연해서 좋아요. 화장하기 싫을 때도 가볍게 바르기 좋습니다. 향도 자극적이지 않고 끈적임도 없습니다.,흡수력,끈적임도 없습니다.,1,[속성] 흡수력 [문장] 끈적임도 없습니다.,0,흡수력,unchanged
validation,train,[속성] 지속력/유지력 [문장] 촉촉함이 오래가지 않네요.,668373,쇼핑몰,메이크업/뷰티소품,OO 후** 립케어 4.8g 1개,입술이 매우 건조해서 사계절 내내 립밤 달고 사는데 후기가 좋아서 구매해 봤습니다. 고가의 제품들도 사용해 보았지만 효과가 별로 없어서 이 제품에 기대했어요. 그런데 이 제품도 촉촉함이 오래가지 않네요. 향도 별로 없어서 아쉽고 가격대비 별로네요.,지속력/유지력,촉촉함이 오래가지 않네요.,-1,[속성] 지속력/유지력 [문장] 촉촉함이 오래가지 않네요.,1,지속력/유지력,unchanged
validation,train,[속성] 가격 [문장] 가격대비 별로네요.,668373,쇼핑몰,메이크업/뷰티소품,OO 후** 립케어 4.8g 1개,입술이 매우 건조해서 사계절 내내 립밤 달고 사는데 후기가 좋아서 구매해 봤습니다. 고가의 제품들도 사용해 보았지만 효과가 별로 없어서 이 제품에 기대했어요. 그런데 이 제품도 촉촉함이 오래가지 않네요. 향도 별로 없어서 아쉽고 가격대비 별로네요.,가격,가격대비 별로네요.,-1,[속성] 가격 [문장] 가격대비 별로네요.,1,가격,unchanged
validation,train,[속성] 향 [문장] 무향이라 좋고,663590,쇼핑몰,메이크업/뷰티소품,OO 맨** 케어 4.8g 1개,무향이라 좋고 발랐을 때 끈적이지 않아 좋아요. 끈적이는 걸 싫어해서 이 제품을 구매했는데 향이 없어서 좋아요. 그리고 여성이 사용하기도 좋을 것 같습니다.,향,무향이라 좋고,1,[속성] 향 [문장] 무향이라 좋고,0,향,unchanged
validation,train,[속성] 흡수력 [문장] 끈적이지 않아 좋아요.,663590,쇼핑몰,메이크업/뷰티소품,OO 맨** 케어 4.8g 1개,무향이라 좋고 발랐을 때 끈적이지 않아 좋아요. 끈적이는 걸 싫어해서 이 제품을 구매했는데 향이 없어서 좋아요. 그리고 여성이 사용하기도 좋을 것 같습니다.,흡수력,끈적이지 않아 좋아요.,1,[속성] 흡수력 [문장] 끈적이지 않아 좋아요.,0,흡수력,unchanged
validation,train,[속성] 향 [문장] 향이 없어서 좋아요.,663590,쇼핑몰,메이크업/뷰티소품,OO 맨** 케어 4.8g 1개,무향이라 좋고 발랐을 때 끈적이지 않아 좋아요. 끈적이는 걸 싫어해서 이 제품을 구매했는데 향이 없어서 좋아요. 그리고 여성이 사용하기도 좋을 것 같습니다.,향,향이 없어서 좋아요.,1,[속성] 향 [문장] 향이 없어서 좋아요.,0,향,unchanged
validation,train,[속성] 발림성 [문장] 발림성이 안 좋고,672157,쇼핑몰,메이크업/뷰티소품,OO 샤** 섀도우 스틱 1.4g 1개,발림성이 안 좋고 제 색을 발색하지 못하는 아쉬움이 있습니다. 좀 더 연구개발이 필요할 것 같아요.,발림성,발림성이 안 좋고,-1,[속성] 발림성 [문장] 발림성이 안 좋고,1,발림성,unchanged
validation,train,[속성] 색상 [문장] 색이 마음에 들지 않습니다.,664046,쇼핑몰,메이크업/뷰티소품,OO 파** 리퀴드 립컬러 5ml 1개,색깔 예쁘기로 유명해서 인기 색상으로 2개 샀는데 받아보니 색이 마음에 들지 않습니다. 촉촉하지도 않아서 계속 사용은 못할 것 같습니다.,색상,색이 마음에 들지 않습니다.,-1,[속성] 색상 [문장] 색이 마음에 들지 않습니다.,1,색상,unchanged
validation,train,[속성] 보습력/수분감 [문장] 촉촉하지도 않아서,664046,쇼핑몰,메이크업/뷰티소품,OO 파** 리퀴드 립컬러 5ml 1개,색깔 예쁘기로 유명해서 인기 색상으로 2개 샀는데 받아보니 색이 마음에 들지 않습니다. 촉촉하지도 않아서 계속 사용은 못할 것 같습니다.,보습력/수분감,촉촉하지도 않아서,-1,[속성] 보습력/수분감 [문장] 촉촉하지도 않아서,1,보습력/수분감/쿨링감,merged_duplicate_label
validation,train,[속성] 발림성 [문장] 바를 때 뭉쳐요.,669603,쇼핑몰,메이크업/뷰티소품,OO 에** 슈퍼 롱래쉬 6ml 1개,눈밑에 마스카라를 바르면 잘 번져서 구매했는데 가격대비 제품 효과가 안 좋은 거 같아요. 컬이 오래 유지되지 않고 바를 때 뭉쳐요.,발림성,바를 때 뭉쳐요.,-1,[속성] 발림성 [문장] 바를 때 뭉쳐요.,1,발림성,unchanged
validation,train,[속성] 품질 [문장] 제품 품질도 마음에 들지 않습니다.,662206,쇼핑몰,메이크업/뷰티소품,OO 제** 립밤 4g 1개,배송도 너무 늦게 오고 제품 품질도 마음에 들지 않습니다. 무향 샀는데 촉촉하지도 않습니다.,품질,제품 품질도 마음에 들지 않습니다.,-1,[속성] 품질 [문장] 제품 품질도 마음에 들지 않습니다.,1,품질,unchanged
validation,train,[속성] 보습력/수분감 [문장] 촉촉하지도 않습니다.,662206,쇼핑몰,메이크업/뷰티소품,OO 제** 립밤 4g 1개,배송도 너무 늦게 오고 제품 품질도 마음에 들지 않습니다. 무향 샀는데 촉촉하지도 않습니다.,보습력/수분감,촉촉하지도 않습니다.,-1,[속성] 보습력/수분감 [문장] 촉촉하지도 않습니다.,1,보습력/수분감/쿨링감,merged_duplicate_label
validation,train,[속성] 보습력/수분감 [문장] 발라도 건조해서,668277,쇼핑몰,메이크업/뷰티소품,OO 후** 립케어 4.8g 1개,예전보다 발색이 많이 약한 것 같습니다. 발라도 건조해서 수시로 덧발라줘야 할 것 같아요.,보습력/수분감,발라도 건조해서,-1,[속성] 보습력/수분감 [문장] 발라도 건조해서,1,보습력/수분감/쿨링감,merged_duplicate_label
validation,train,[속성] 색상 [문장] 색상이 이쁘네요.,664695,쇼핑몰,메이크업/뷰티소품,OO 벨** 립틴트 4g 1개,급하게 필요했는데 일찍 와서 좋습니다. 색상이 이쁘네요. 다른 색상 쓰다가 밝은 색상으로 하니까 쨍하니 좋고 쿨톤인 저한테 잘 맞는거 같습니다. 발림성 좋고 지속력도 오래가네요.,색상,색상이 이쁘네요.,1,[속성] 색상 [문장] 색상이 이쁘네요.,0,색상,unchanged
validation,train,[속성] 보습력/수분감 [문장] 건조하지 않고,661903,쇼핑몰,메이크업/뷰티소품,OO 루** 슬림 쉬어 마뜨 2g 1개,한달 사용 후기 인데요. 정말 부드럽게 발립니다. 끈적임도 없고 부드럽게 잘 발려요. 마무리감은 살짝 매트하면서 입술에 착 붙습니다. 그리고 건조하지 않고 육안으로도 매끈해 보입니다.,보습력/수분감,건조하지 않고,1,[속성] 보습력/수분감 [문장] 건조하지 않고,0,보습력/수분감/쿨링감,merged_duplicate_label
validation,train,[속성] 발색력 [문장] 발색도 괜찮습니다.,668389,쇼핑몰,메이크업/뷰티소품,OO 후** 립케어 4.8g 1개,중학교 때 부터 쓰던 것이라 집에서 너무 혈색 없어 보일 때 바르려고 샀어요. 체리향도 좋고 발색도 괜찮습니다. 집에서 바르기 좋습니다. 향이 좋아서 기분 전환도 됩니다.,발색력,발색도 괜찮습니다.,1,[속성] 발색력 [문장] 발색도 괜찮습니다.,0,발색력,unchanged
validation,train,[속성] 지속력/유지력 [문장] 오래 유지되네요,672511,쇼핑몰,메이크업/뷰티소품,OO 무** 멀티 아이 컬러 팔레트 8.1g 1개,원하는 색을 한번에 구매할수 있어 좋았습니다. 주변에 많이 쓰길래 한번 써 보고 구매해 봤습니다. 발림성도 좋고 오래 유지되네요,지속력/유지력,오래 유지되네요,1,[속성] 지속력/유지력 [문장] 오래 유지되네요,0,지속력/유지력,unchanged
validation,train,[속성] 향 [문장] 향도 좋네요.,668382,쇼핑몰,메이크업/뷰티소품,OO 후** 립케어 4.8g 1개,OO립케어 잘 쓰고 있어요. 달콤한 향일 것 같아서 체리를 구입했어요. 색상도 핑크 입술을 유지시켜 주고 향도 좋네요. 컵이랑 여기저기 잘 묻어나는게 좀 아쉽지만 그래도 만족합니다.,향,향도 좋네요.,1,[속성] 향 [문장] 향도 좋네요.,0,향,unchanged
validation,train,[속성] 발림성 [문장] 부드럽게 잘 발라지네요.,664839,쇼핑몰,메이크업/뷰티소품,OO 벨** 립틴트 4g 1개,색감이 오렌지색이라 예쁩니다. 그라데이션 표현이 잘 되게 발색되고 부드럽게 잘 발라지네요. 발라보니 입술이 건조해서 각질 부각이 되고 매트해서 주름에 금방 낍니다. 다만 립스틱 유지 잘해주는 OOO립밤 바르고 얹으면 훨씬 덜 합니다. 단점이 좀 있어도 색이 예뻐서 자주 수정해 주면서 잘 쓰고 있어요.,발림성,부드럽게 잘 발라지네요.,1,[속성] 발림성 [문장] 부드럽게 잘 발라지네요.,0,발림성,unchanged
validation,train,[속성] 제품구성 [문장] 가격대비 구성이 별로네요.,672588,쇼핑몰,메이크업/뷰티소품,OO 무** 멀티 아이 컬러 팔레트 8.1g 1개,원하던 색상이 아니네요. 거울이나 브러쉬 팁이 없어 사용하기 불편합니다. 가격대비 구성이 별로네요.,제품구성,가격대비 구성이 별로네요.,-1,[속성] 제품구성 [문장] 가격대비 구성이 별로네요.,1,제품구성,unchanged
validation,train,[속성] 가격 [문장] 가격도 비싸요,666898,쇼핑몰,메이크업/뷰티소품,OO 울** 립글로우 3.4g 1개,겨울에 사용하려고 구입했습니다. 그런데 색상이 겨울에 어울리는 색이 아니네요. 가격도 비싸요. 배송은 빠릅니다.,가격,가격도 비싸요,-1,[속성] 가격 [문장] 가격도 비싸요,1,가격,unchanged
validation,train,[속성] 발림성 [문장] 발림성 좋은데,663806,쇼핑몰,메이크업/뷰티소품,OO 파** 리퀴드 립컬러 5ml 1개,사은품이 안 왔네요. 화면으로만 보고 골라서 걱정했는데 다행히 색은 괜찮습니다. 쨍한 분홍색이라 풀발색은 촌스러울 수 있어요. 발림성 좋은데 지속력은 좀 아쉽습니다. 그래도 저렴히 사서 만족해요.,발림성,발림성 좋은데,1,[속성] 발림성 [문장] 발림성 좋은데,0,발림성,unchanged
